,Geneid,CV_7213_HO,IZ_7181_STEA,PP_6922_HO,PP_6758_HO,IZ_7194_NC,PP_7137_STEA,CV_6967_STEA,CV_7194_NC,PP_6967_STEA,PP_7344_EARLY,IZ_7012_NC,IZ_6967_STEA,IZ_7172_STEA,CV_7188_EARLY,PP_7173_NC,CV_7172_STEA,CV_7252_HO,IZ_7252_HO,CV_7181_STEA,IZ_7251_STEA,CV_6758_HO,CV_7173_NC,PP_7181_STEA,CV_6922_HO,IZ_7157_EARLY,PP_7157_EARLY,CV_7157_EARLY,IZ_7344_EARLY,PP_7194_NC,PP_7252_HO,IZ_7213_HO,CV_7279_NC,CV_6610_EARLY,PP_7041_EARLY,IZ_6922_HO,IZ_7188_EARLY,PP_7279_NC,IZ_6758_HO,CV_7041_EARLY,IZ_6610_EARLY,PP_7172_STEA,CV_7012_NC,PP_7012_NC,IZ_7137_STEA,CV_7251_STEA,PP_6610_EARLY,PP_7230_HO,IZ_7173_NC,IZ_7041_EARLY,IZ_7279_NC,IZ_7230_HO,PP_7213_HO,PP_7251_STEA,CV_7230_HO,PP_7188_EARLY,CV_7137_STEA,CV_7344_EARLY
0,ENSG00000215908,0.0444444,0.0588889,0.05,0.0644444,0.036666699999999997,0.0444444,0.052222199999999996,0.028888900000000002,0.08333330000000001,0.0411111,0.055555600000000004,0.052222199999999996,0.0322222,0.0655556,0.05666669999999999,0.0466667,0.0333333,0.05666669999999999,0.0477778,0.0377778,0.0455556,0.0333333,0.0466667,0.057777800000000004,0.057777800000000004,0.08,0.0733333,0.0422222,0.0466667,0.0311111,0.0677778,0.0355556,0.0644444,0.0822222,0.06888889999999999,0.0977778,0.0733333,0.0311111,0.0588889,0.055555600000000004,0.0466667,0.052222199999999996,0.0355556,0.0188889,0.0455556,0.0755556,0.09333330000000001,0.0444444,0.043333300000000005,0.04,0.055555600000000004,0.07888889999999998,0.0611111,0.055555600000000004,0.055555600000000004,0.038888900000000004,0.0266667
1,ENSG00000215908,0.019531200000000002,0.035590300000000005,0.040364599999999994,0.07248260000000001,0.029513900000000003,0.041232599999999994,0.022135400000000003,0.030816000000000003,0.0381944,0.017361099999999997,0.08029510000000001,0.0486111,0.0208333,0.024305599999999997,0.0421007,0.013888900000000001,0.024739599999999997,0.028645799999999996,0.036458300000000006,0.016059,0.0282118,0.022135400000000003,0.03125,0.0516493,0.061197900000000006,0.049045099999999994,0.045572900000000006,0.017795099999999998,0.0668403,0.0238715,0.0698785,0.017795099999999998,0.0924479,0.050347199999999995,0.0668403,0.09635419999999999,0.014322899999999998,0.036892400000000006,0.041232599999999994,0.0625,0.027777800000000002,0.062934,0.0460069,0.0186632,0.0477431,0.0798611,0.0972222,0.040364599999999994,0.0451389,0.0282118,0.033854199999999994,0.09852430000000001,0.042534699999999995,0.035590300000000005,0.06727430000000001,0.029079900000000002,0.00954861
2,ENSG00000215908,0.00832342,0.0104043,0.00951249,0.0109988,0.00416171,0.0107015,0.00980975,0.00564804,0.00743163,0.006837100000000001,0.00832342,0.0104043,0.006837100000000001,0.0121879,0.00564804,0.00535077,0.00832342,0.006837100000000001,0.00772889,0.00505351,0.0107015,0.00891795,0.00713436,0.00980975,0.0107015,0.0154578,0.017538599999999998,0.00475624,0.006837100000000001,0.00653983,0.013674200000000003,0.00653983,0.00713436,0.0124851,0.0139715,0.0139715,0.00653983,0.005945300000000001,0.00832342,0.00891795,0.00445898,0.005945300000000001,0.00832342,0.00416171,0.00832342,0.00921522,0.011593299999999999,0.00713436,0.011890600000000001,0.0104043,0.00862069,0.00921522,0.00951249,0.00832342,0.00475624,0.00921522,0.00386445
3,ENSG00000058453,0.118056,0.22222199999999998,0.159722,0.284722,0.229167,0.138889,0.11111099999999999,0.319444,0.208333,0.22222199999999998,0.173611,0.125,0.166667,0.145833,0.118056,0.21527800000000002,0.180556,0.131944,0.1875,0.208333,0.291667,0.180556,0.23611100000000002,0.152778,0.23611100000000002,0.22222199999999998,0.194444,0.0972222,0.22222199999999998,0.125,0.145833,0.138889,0.08333330000000001,0.25,0.270833,0.23611100000000002,0.152778,0.208333,0.180556,0.152778,0.256944,0.138889,0.145833,0.152778,0.152778,0.263889,0.208333,0.166667,0.180556,0.194444,0.152778,0.180556,0.180556,0.194444,0.138889,0.145833,0.118056
4,ENSG00000248923,0.016528900000000003,0.016528900000000003,0.00929752,0.0036156999999999995,0.00826446,0.0196281,0.0206612,0.0118802,0.0211777,0.0304752,0.00258264,0.014462799999999998,0.0118802,0.0232438,0.014462799999999998,0.0733471,0.014462799999999998,0.0036156999999999995,0.0134298,0.367252,0.0304752,0.026343000000000002,0.011363600000000001,0.029958699999999998,0.04958680000000001,0.016528900000000003,0.016528900000000003,0.0201446,0.00309917,0.025309900000000003,0.0134298,0.0108471,0.014979300000000001,0.0294421,0.0180785,0.016528900000000003,0.0242769,0.018595,0.023760299999999998,0.016528900000000003,0.026343000000000002,0.00309917,0.0103306,0.014462799999999998,0.0227273,0.00671488,0.014462799999999998,0.025309900000000003,0.0206612,0.0278926,0.025309900000000003,0.00516529,0.0294421,0.0211777,0.00619835,0.012396700000000002,0.0227273
5,ENSG00000132570,0.016528900000000003,0.016528900000000003,0.00929752,0.0036156999999999995,0.00826446,0.0196281,0.0206612,0.0118802,0.0211777,0.0304752,0.00258264,0.014462799999999998,0.0118802,0.0232438,0.014462799999999998,0.0733471,0.014462799999999998,0.0036156999999999995,0.0134298,0.367252,0.0304752,0.026343000000000002,0.011363600000000001,0.029958699999999998,0.04958680000000001,0.016528900000000003,0.016528900000000003,0.0201446,0.00309917,0.025309900000000003,0.0134298,0.0108471,0.014979300000000001,0.0294421,0.0180785,0.016528900000000003,0.0242769,0.018595,0.023760299999999998,0.016528900000000003,0.026343000000000002,0.00309917,0.0103306,0.014462799999999998,0.0227273,0.00671488,0.014462799999999998,0.025309900000000003,0.0206612,0.0278926,0.025309900000000003,0.00516529,0.0294421,0.0211777,0.00619835,0.012396700000000002,0.0227273
6,ENSG00000248923,0.034626,0.05540169999999999,0.0180055,0.0200831,0.015928,0.034626,0.034626,0.021468099999999997,0.0436288,0.042243800000000005,0.014542900000000001,0.0304709,0.015928,0.039473699999999994,0.028393400000000003,0.098338,0.0463989,0.0110803,0.028393400000000003,0.3241,0.0408587,0.0401662,0.0263158,0.0443213,0.066482,0.0339335,0.027700799999999998,0.0360111,0.00277008,0.0463989,0.034626,0.031856,0.0242382,0.065097,0.033241,0.029085900000000005,0.051939099999999995,0.019390599999999997,0.034626,0.027008299999999996,0.0443213,0.0124654,0.0304709,0.0242382,0.0463989,0.0256233,0.0360111,0.0367036,0.0498615,0.042243800000000005,0.051939099999999995,0.00969529,0.0644044,0.042243800000000005,0.010387799999999999,0.027008299999999996,0.0450139
7,ENSG00000132570,0.034626,0.05540169999999999,0.0180055,0.0200831,0.015928,0.034626,0.034626,0.021468099999999997,0.0436288,0.042243800000000005,0.014542900000000001,0.0304709,0.015928,0.039473699999999994,0.028393400000000003,0.098338,0.0463989,0.0110803,0.028393400000000003,0.3241,0.0408587,0.0401662,0.0263158,0.0443213,0.066482,0.0339335,0.027700799999999998,0.0360111,0.00277008,0.0463989,0.034626,0.031856,0.0242382,0.065097,0.033241,0.029085900000000005,0.051939099999999995,0.019390599999999997,0.034626,0.027008299999999996,0.0443213,0.0124654,0.0304709,0.0242382,0.0463989,0.0256233,0.0360111,0.0367036,0.0498615,0.042243800000000005,0.051939099999999995,0.00969529,0.0644044,0.042243800000000005,0.010387799999999999,0.027008299999999996,0.0450139
8,ENSG00000215712,0.0345805,0.045351499999999996,0.0430839,0.07256239999999999,0.027777800000000002,0.0391156,0.049886599999999996,0.0255102,0.048185900000000004,0.027210900000000003,0.0804989,0.0561224,0.024943299999999998,0.0283447,0.030612200000000003,0.0226757,0.030612200000000003,0.020408199999999998,0.0430839,0.0238095,0.0408163,0.0311791,0.0300454,0.045351499999999996,0.0515873,0.050453500000000005,0.040249400000000005,0.0232426,0.0782313,0.026077099999999995,0.0629252,0.0130385,0.054988699999999995,0.0351474,0.054988699999999995,0.0680272,0.0164399,0.0759637,0.0243764,0.049886599999999996,0.0283447,0.056689300000000005,0.030612200000000003,0.031745999999999996,0.045918400000000005,0.0408163,0.07142860000000001,0.019274400000000004,0.027777800000000002,0.027777800000000002,0.0328798,0.0782313,0.0340136,0.0300454,0.0408163,0.047619,0.011904799999999998
9,ENSG00000182185,0.027777800000000002,0.027343799999999998,0.015191,0.011284700000000002,0.012152799999999998,0.021267400000000002,0.0321181,0.015625,0.0134549,0.0238715,0.010416700000000001,0.013888900000000001,0.0182292,0.0186632,0.010850700000000001,0.016927099999999997,0.021701400000000003,0.00737847,0.017361099999999997,0.016059,0.0234375,0.014322899999999998,0.021701400000000003,0.013888900000000001,0.029513900000000003,0.010850700000000001,0.026041700000000004,0.016059,0.00347222,0.010850700000000001,0.029079900000000002,0.00954861,0.010416700000000001,0.0208333,0.014322899999999998,0.0199653,0.010850700000000001,0.016493099999999997,0.0182292,0.0182292,0.015191,0.0203993,0.00868056,0.0186632,0.0208333,0.0230035,0.014322899999999998,0.016059,0.00911458,0.016059,0.021267400000000002,0.010850700000000001,0.016059,0.0234375,0.00607639,0.0182292,0.015191
